TotalCharges,MonthlyCharges,tenure,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,gender,OnlineBackup,PaperlessBilling,MultipleLines
-0.9749934,-1.5209329,-1.1552835,0,3,1,1,2,1,1,0,0
-0.2484502,-1.3364733,1.5729809,2,2,1,1,2,0,1,0,2
-0.5104905,-1.4660935,1.0028958,2,0,1,1,2,1,1,0,0
-0.27811763,0.6643302,-0.54447806,0,2,2,0,1,1,0,1,2
-0.3785322,0.30205846,-0.54447806,0,1,0,0,1,1,2,1,0
-0.46888104,0.68261,-0.7073595,0,2,0,0,1,1,0,0,0
1.3906537,1.4619927,0.71785325,0,0,2,0,1,0,2,0,2
-0.333126,0.83881885,-0.5851984,0,1,0,0,1,0,2,1,2
-0.020911539,-0.13499416,0.14776814,1,1,2,2,0,1,0,0,1
0.171088,0.14086413,0.22920887,1,1,0,2,0,1,0,0,2
2.3731668,1.3739175,1.6137012,2,1,2,2,1,0,2,0,2
-0.98644984,-1.339797,-1.2367243,0,3,0,0,0,1,0,1,1
0.65812844,0.34526518,0.6364125,1,2,0,0,1,0,2,0,0
-0.985302,-0.48729512,-1.2774446,0,3,0,0,0,0,0,1,2
2.1984954,1.3822265,1.4915402,2,1,2,2,1,1,2,1,0
-0.7759302,-0.6567984,-0.8295206,0,0,0,0,0,0,0,1,0
-0.97082144,-1.4893587,-1.1552835,0,2,1,1,2,0,1,1,0
-0.9763179,0.18905625,-1.2774446,0,3,0,0,1,1,0,1,0
-0.5367365,-1.339797,0.55497175,1,0,1,1,2,0,1,1,2
-0.40828794,-1.4694172,1.369379,2,3,1,1,2,1,1,0,0
-0.8296804,-0.9542601,-0.8702409,1,3,2,2,0,0,0,1,1
-0.6406387,-0.9642309,-0.34087622,2,3,2,2,0,1,0,0,1
2.4547966,1.6614084,1.5322605,2,1,2,2,1,1,2,0,2
-0.46228093,-1.4893587,1.247218,2,0,1,1,2,1,1,1,0
-0.9592105,-1.4876969,-1.0738428,0,3,1,1,2,0,1,0,0
-0.88215023,-1.4910206,-0.74807984,0,3,1,1,2,1,1,0,0
-0.21427967,-1.2882813,1.4915402,2,0,1,1,2,1,1,1,2
-0.8289078,-0.36930755,-1.0331224,0,2,2,0,0,0,0,1,2
-0.8962776,0.49482688,-1.1960039,0,0,0,2,1,1,0,1,2
0.52837753,-0.12336159,1.0436162,1,0,2,2,0,0,0,1,2
-0.865683,-1.31487,-0.8702409,0,2,0,0,0,0,0,0,1
2.5968647,1.6165398,1.6137012,2,0,2,2,1,1,2,0,2
-0.31696784,-1.2949284,1.2064976,2,1,1,1,2,0,1,1,2
-0.98463976,-1.4926823,-1.2367243,0,3,1,1,2,1,1,0,0
0.40778738,1.3157547,-0.05583367,0,2,2,0,1,0,2,0,2
-0.9970674,-1.3730329,-1.2774446,0,2,0,0,0,1,0,1,1
-0.9554138,-1.4976677,-1.1552835,1,3,1,1,2,1,1,0,0
1.007052,1.0116458,0.59569216,1,1,0,0,1,1,0,1,2
0.43352565,0.52473927,0.35136998,1,2,0,0,0,0,2,1,2
-0.17953521,-0.7598298,0.59569216,2,3,2,2,0,0,0,0,1
-0.9917697,-0.9742017,-1.2774446,0,2,0,0,0,1,0,1,1
-0.9319712,-1.4893587,-0.992402,0,3,1,1,2,0,1,0,0
0.24613956,0.6643302,0.066327415,2,3,2,2,0,0,2,0,0
-0.53152704,-1.3464441,0.4328107,2,3,1,1,2,1,1,0,2
-0.9033854,-0.47233894,-1.1552835,0,0,2,0,0,0,0,1,0
1.2190505,1.0963974,0.84001434,1,0,0,2,1,1,2,0,2
1.783659,0.86042225,1.4915402,2,3,2,2,0,1,2,0,2
-0.91142035,0.3236618,-1.1960039,0,2,0,0,1,1,0,0,2
0.7885195,0.034509126,1.2879384,1,3,2,2,0,0,0,0,0
-0.9085728,-1.3281645,-0.91096133,0,1,1,1,2,1,1,0,2
-0.7683588,-1.4677553,-0.30015585,0,3,1,1,2,1,1,0,0
-0.98508126,-0.47067717,-1.2774446,0,3,2,0,0,1,0,0,0
0.21388946,0.7607144,-0.015113308,0,0,2,2,1,1,0,0,2
0.2529825,0.47987074,0.14776814,0,1,2,2,0,1,0,1,0
-0.3316912,-0.31446823,-0.09655403,0,0,2,0,0,0,2,1,0
-0.18459016,0.3170146,-0.30015585,1,3,2,2,0,0,2,0,0
0.30147904,1.3024602,-0.1372744,0,2,0,0,1,1,0,1,2
-0.97386765,0.37351573,-1.2774446,0,2,0,0,1,0,0,0,2
1.7530203,1.4835961,1.0028958,1,0,0,2,1,0,2,1,2
-0.78191227,-1.4910206,-0.30015585,1,1,1,1,2,1,1,0,0
0.5469197,1.3822265,-0.015113308,0,0,0,0,1,1,2,0,2
1.7579207,0.7341257,1.5729809,2,0,2,2,0,1,2,0,2
-0.9474892,-0.9891578,-1.1552835,0,3,2,0,0,0,0,0,1
1.1633137,0.84380424,0.9214551,1,2,2,2,0,0,2,1,2
-0.31233233,0.9003054,-0.62591875,0,2,2,2,1,0,0,0,0
-0.31231025,-1.3331498,1.247218,2,1,1,1,2,1,1,0,2
-0.8900748,-0.67674,-1.0331224,0,2,0,2,0,1,2,1,1
2.8267431,1.762778,1.6137012,1,0,2,2,1,1,2,1,2
-0.30255353,-1.0157466,0.5142514,1,2,0,0,0,0,0,0,1
-0.9679739,0.8172155,-1.2774446,0,2,0,0,1,0,0,1,0
2.5503988,1.5184939,1.6137012,2,0,2,2,1,0,0,1,2
-0.60479057,0.55465156,-0.8295206,0,2,0,0,1,1,0,1,0
0.28066328,1.2210321,-0.09655403,0,2,0,2,1,1,0,1,2
2.551569,1.599922,1.6137012,0,1,2,2,1,1,2,1,2
-0.20697318,0.15083492,-0.30015585,0,2,0,0,1,0,0,1,0
-0.057532284,0.67928636,-0.21871513,0,1,0,2,1,1,2,1,2
0.86014956,0.22727758,1.0436162,2,1,2,2,0,1,2,0,2
-0.9648394,-0.6567984,-1.2367243,0,3,0,0,0,1,0,1,0
0.5647555,-0.16490652,1.1250569,1,3,2,0,0,1,0,1,0
-0.8327707,-1.4976677,-0.50375766,1,0,1,1,2,0,1,0,0
1.3072803,0.6061673,1.247218,1,0,2,2,0,0,2,0,2
-0.87084836,-1.4960059,-0.74807984,1,3,1,1,2,1,1,0,0
-0.7348726,-1.4760643,-0.1372744,1,3,1,1,2,0,1,0,0
-0.9769801,0.13920234,-1.2774446,0,2,0,0,1,0,0,1,0
0.15086824,0.8271863,-0.1372744,0,3,0,2,1,1,2,0,0
-0.9186385,-0.43245584,-1.1552835,0,1,0,0,0,1,0,0,2
2.5807507,1.6879971,1.5322605,1,1,2,2,1,0,2,0,2
-0.8461255,-0.29452667,-1.0738428,0,1,2,0,0,0,2,0,0
-0.82093906,0.9966896,-1.1552835,0,2,0,0,1,1,0,1,0
-0.6292927,-1.4960059,0.55497175,2,1,1,1,2,1,1,0,0
-0.85371894,-0.67674,-0.9516817,0,3,0,0,0,1,0,1,0
-0.9759205,0.2189686,-1.2774446,0,3,0,0,1,1,0,1,0
0.3804377,1.2177086,-0.05583367,0,2,0,0,1,1,2,1,0
-0.9741546,0.35191235,-1.2774446,0,2,0,0,1,1,0,1,2
0.4808081,0.30205846,0.5142514,2,1,2,2,0,1,2,0,2
-0.68339604,-0.023653768,-0.8702409,0,0,2,0,0,0,0,0,0
2.0842404,1.4985523,1.247218,0,1,0,2,1,0,2,1,2
-0.9692983,-1.3348116,-1.1960039,0,3,1,1,2,0,1,0,2
-0.5553448,-0.01700658,-0.66663915,2,3,2,0,0,1,0,0,0
-0.8386865,-1.4810498,-0.54447806,0,3,1,1,2,0,1,0,0
1.4493484,0.47654712,1.5729809,2,1,0,2,0,1,2,1,0
-0.3848233,0.73080206,-0.62591875,1,2,0,2,1,1,0,0,2
-0.022545014,-0.6634456,0.71785325,1,0,0,0,0,1,0,1,0
-0.9377767,0.2173068,-1.2367243,0,1,0,0,1,1,0,1,0
-0.7091564,-1.4976677,0.066327415,0,3,1,1,2,1,1,0,0
0.046325825,-0.2878795,0.39209032,1,1,2,0,0,1,0,0,2
1.5746183,0.6543594,1.4915402,1,0,2,0,1,0,0,0,2
-0.8293493,-0.68338716,-0.9516817,0,0,0,0,0,0,0,1,0
-0.9551489,-1.1387196,-1.1552835,0,2,0,2,0,1,0,0,1
1.6633116,1.6580848,0.8807347,1,3,2,2,1,0,2,1,2
-0.14529845,-0.17820089,0.025607055,1,2,2,2,0,0,0,0,2
-0.58070785,0.64106506,-0.8295206,0,2,0,0,1,0,0,1,2
1.7742776,0.68759537,1.5729809,1,2,2,2,0,1,0,0,2
-0.9646628,-1.1636465,-1.1960039,0,2,0,2,0,1,0,1,1
-0.7756432,0.34526518,-1.0331224,0,2,0,0,1,0,0,1,0
-0.6800629,-1.4860351,0.22920887,2,3,1,1,2,0,1,0,0
-0.8495028,-1.4910206,-0.54447806,1,3,1,1,2,1,1,0,0
1.6050583,0.66599196,1.5322605,2,0,0,2,0,0,2,1,2
-0.29162693,-1.1420431,0.8807347,0,2,0,0,0,1,2,0,1
0.543123,0.014567563,0.9621754,1,0,2,0,0,0,0,0,2
0.64362586,-0.1715537,1.3286587,2,3,2,2,0,0,2,1,0
0.3305284,0.6776246,0.10704778,1,2,0,0,1,1,0,1,0
1.2128036,0.5579752,1.247218,0,0,0,0,1,0,2,1,2
-0.68611115,-1.5009913,0.18848851,1,3,1,1,2,0,1,0,0
-0.8449114,0.8404807,-1.1552835,0,2,0,0,1,1,2,1,2
-0.57774997,1.1279715,-0.91096133,0,2,2,0,1,0,0,1,2
-0.9764503,0.17908546,-1.2774446,0,2,0,0,1,0,0,1,0
-0.39872992,-1.4943441,1.5322605,2,0,1,1,2,0,1,0,0
-0.12719779,0.83881885,-0.42231694,0,2,0,2,1,0,0,1,2
-0.7553131,0.45660555,-1.0331224,0,2,2,2,0,0,2,1,0
-0.17620204,-0.18983346,-0.05583367,0,1,0,0,0,1,0,1,2
0.6580622,-0.32610083,1.4915402,2,1,0,0,0,0,2,1,1
0.37048233,1.3074456,-0.09655403,0,2,0,0,1,0,2,1,2
0.2528059,-0.34271878,0.84001434,0,2,0,0,0,1,2,1,1
-0.9758322,0.22561578,-1.2774446,0,3,0,0,1,1,0,1,0
1.7787144,0.84214246,1.5729809,2,2,2,2,0,0,2,0,2
-0.42687425,-0.93431854,0.18848851,0,2,0,0,0,1,2,0,1
2.352285,1.5218174,1.4915402,1,3,2,2,1,1,0,1,2
-0.42409292,0.53138644,-0.66663915,0,0,2,0,1,1,2,0,0
-0.9986126,-1.4893587,-1.2774446,0,2,1,1,2,1,1,0,0
0.78492147,-0.11172901,1.4915402,2,1,2,2,0,0,0,0,2
0.015532614,1.5434208,-0.4630373,0,2,0,2,1,1,2,1,2
1.7739685,1.3855501,1.1657772,0,2,2,0,1,1,0,1,2
0.77015394,1.337358,0.22920887,0,2,0,2,1,0,0,1,2
-0.99898785,-1.5176092,-1.2774446,0,3,1,1,2,1,1,0,0
-0.28217927,0.29541126,-0.3815966,0,1,0,2,0,0,0,1,2
-0.9162104,-0.47732434,-1.1552835,0,3,0,0,0,1,0,0,2
-0.85065067,-0.3294244,-1.0738428,0,2,0,0,0,0,0,0,0
-0.40012056,0.3701921,-0.54447806,0,3,2,2,0,0,2,1,2
0.95617145,0.14917313,1.2879384,2,3,2,2,0,1,0,0,0
-0.3686872,-1.3630621,1.2064976,1,1,1,1,2,1,1,1,2
-0.9713512,0.56296057,-1.2774446,0,2,2,0,1,1,0,1,2
-0.99395496,-1.1387196,-1.2774446,0,0,2,0,0,0,0,0,1
-0.91186184,-1.1769409,-0.992402,0,3,2,0,0,1,0,0,1
2.5792496,1.6248488,1.6137012,2,1,2,2,1,0,2,1,2
-0.7034613,-0.12834698,-0.8702409,0,2,0,2,0,1,2,1,0
-0.7928389,-1.4843733,-0.30015585,2,3,1,1,2,0,1,0,0
0.18910037,1.3622849,-0.2594355,0,2,0,0,1,1,2,0,2
-0.47066903,0.3253236,-0.62591875,0,3,2,0,0,0,2,0,0
-0.7989313,-0.668431,-0.8702409,0,3,0,0,0,0,0,1,0
-0.37835562,-1.471079,1.4508197,2,1,1,1,2,0,1,0,0
1.8709174,1.5484062,1.0843365,0,2,0,2,1,1,2,1,2
-0.8027501,-0.46402997,-0.9516817,1,3,2,2,0,1,0,0,1
-0.93929976,0.2605135,-1.2367243,0,3,0,0,1,1,0,1,2
0.7786524,0.68261,0.59569216,0,2,0,0,1,0,0,1,0
-0.2111231,-0.3377334,0.025607055,0,2,0,2,0,1,0,1,1
-0.62668794,-1.4893587,0.55497175,2,1,1,1,2,1,1,0,0
2.191498,1.5301265,1.3286587,2,1,0,2,1,0,2,1,2
-0.37917235,-1.1719555,0.6364125,0,1,0,2,0,0,0,1,1
-0.97011507,-0.6235625,-1.2367243,0,1,0,0,0,1,0,1,0
-0.9744857,0.3269854,-1.2774446,0,3,0,0,1,0,0,1,0
-0.98541236,-0.49560413,-1.2774446,0,2,0,0,0,1,0,1,0
-0.039255023,0.52972466,-0.2594355,0,2,0,0,1,0,0,1,2
-0.8655285,-1.4744025,-0.66663915,0,2,1,1,2,0,1,0,0
1.2769506,1.3921973,0.6771329,2,1,2,2,1,0,2,0,2
-0.6950732,-1.4760643,-0.015113308,1,1,1,1,2,1,1,0,0
-0.7548054,-1.4943441,-0.1372744,1,3,1,1,2,1,1,1,0
-0.9904452,-1.3447824,-1.2367243,0,3,0,0,0,1,0,0,1
1.848998,0.8670694,1.5322605,0,2,2,0,1,0,0,1,2
1.1289666,0.96013004,0.7585736,1,0,2,0,1,1,0,1,2
0.4565709,-0.15825933,0.9214551,1,1,2,0,0,1,2,0,2
-0.7855324,0.8321717,-1.1145631,0,2,0,0,1,1,2,1,2
-0.24880338,-1.323179,1.4915402,2,1,1,1,2,0,1,1,2
-0.7121364,-0.48397154,-0.74807984,0,1,0,0,0,1,0,0,0
2.2256024,1.2160468,1.6137012,1,2,0,0,1,0,2,1,2
0.8955121,-0.11172901,1.5729809,2,1,0,2,0,0,2,1,1
-0.6650084,-1.4727408,0.35136998,0,2,1,1,2,0,1,0,0
-0.50104284,-0.6302097,-0.2594355,0,3,2,2,0,0,0,0,1
0.04513383,0.46989995,-0.1372744,0,2,0,0,1,0,0,1,0
0.8267296,0.3818247,0.9214551,1,2,2,2,0,0,0,0,2
-0.09532295,-0.455721,0.26992923,0,1,2,0,0,0,0,0,0
-0.18942437,0.5845639,-0.4630373,0,2,0,0,1,1,2,1,2
-0.29906586,-0.9991286,0.6364125,1,3,0,0,0,0,2,0,1
0.8126464,-0.1682301,1.5729809,2,0,2,2,0,0,2,0,1
-0.494531,0.80392116,-0.78880024,2,1,2,2,0,0,2,0,2
-0.97011507,-1.4827116,-1.1552835,0,3,1,1,2,0,1,0,0
2.4343338,1.5683478,1.5322605,2,1,2,2,1,0,2,1,2
0.3878987,0.30372024,0.39209032,1,1,2,2,0,0,2,0,0
-0.98982716,-1.4644318,-1.2367243,0,0,1,1,2,0,1,1,0
-0.8920615,-1.4744025,-0.78880024,2,3,1,1,2,0,1,1,0
-0.8815101,-0.64018047,-1.0738428,0,3,0,0,0,0,0,0,0
-0.9760309,0.21065961,-1.2774446,0,3,0,0,1,0,0,0,0
-0.7544301,-1.4926823,-0.1372744,0,3,1,1,2,0,1,0,0
0.31957972,-0.43411762,1.0843365,0,2,0,2,0,1,0,1,1
0.28785938,-0.6484894,1.3286587,2,3,0,2,0,0,2,0,1
1.936389,0.85211325,1.5729809,2,2,2,2,0,1,2,0,2
0.82447803,0.61946166,0.7585736,0,0,0,0,1,1,0,0,2
-0.84385186,-1.4843733,-0.5851984,2,3,1,1,2,0,1,0,0
-0.71410096,-0.85953766,-0.66663915,0,2,2,0,0,0,0,1,1
0.7350563,1.7079387,0.066327415,2,1,2,2,1,0,2,1,2
-0.4133429,0.50812125,-0.62591875,0,0,0,0,1,0,0,0,2
-0.19121236,-0.15992112,-0.05583367,1,2,2,2,0,1,0,0,1
0.12636611,0.91193795,-0.17799476,1,0,0,0,1,1,0,0,2
1.1026102,0.9235705,0.84001434,0,2,0,2,1,1,2,1,0
0.7759373,-0.00038860991,1.1250569,1,2,2,2,0,0,0,0,2
-0.536295,-0.545458,-0.3815966,1,1,0,0,0,1,0,1,2
2.2229314,1.410477,1.4915402,1,1,2,2,1,1,2,1,2
-0.7869451,-1.46277,-0.30015585,2,3,1,1,2,1,1,1,0
1.164903,1.1279715,0.6771329,0,2,0,0,1,1,2,0,2
1.4727027,1.1312952,0.9214551,0,2,2,0,1,1,0,1,2
-0.40031922,0.68427175,-0.66663915,0,1,0,0,1,0,0,1,2
1.5342671,0.97176266,1.2064976,1,0,0,0,1,0,0,1,2
1.3922873,0.9518211,1.0436162,0,0,2,0,1,0,2,1,2
-0.41310006,-1.5076385,1.4915402,2,3,1,1,2,0,1,0,0
-0.9737793,0.3801629,-1.2774446,0,2,0,0,1,1,0,0,0
-0.37197623,-0.2862177,-0.21871513,0,3,0,2,0,0,2,1,0
0.785385,0.551328,0.6771329,2,1,2,2,0,1,2,0,2
-0.9696957,0.68759537,-1.2774446,0,2,0,0,1,0,0,1,0
-0.3006331,-1.3281645,1.3286587,1,1,1,1,2,1,1,0,2
0.7560487,1.2858423,0.26992923,0,2,0,0,1,0,2,1,2
0.5605614,0.7091987,0.4328107,0,1,2,0,1,1,2,1,0
-0.7942737,-1.339797,-0.50375766,0,2,0,0,0,0,0,1,1
-0.56602865,0.67430097,-0.8295206,0,1,0,0,1,1,2,1,0
-0.96287477,-1.4993294,-1.0738428,0,3,1,1,2,1,1,0,0
-0.2031323,-1.3048992,1.4508197,2,0,1,1,2,0,1,0,2
0.32648888,0.04281811,0.59569216,1,1,2,0,0,0,0,1,0
2.1531556,1.6879971,1.2064976,2,0,2,2,1,1,2,0,2
1.4955493,1.1279715,0.9621754,0,2,0,2,1,0,0,1,0
-0.87188584,-1.5093002,-0.62591875,1,3,1,1,2,0,1,0,0
0.24457231,0.50812125,0.10704778,0,1,0,2,1,0,0,0,2
-0.9311103,0.47987074,-1.2367243,0,2,0,0,1,0,0,0,2
-0.99196833,-0.9891578,-1.2774446,0,2,0,0,0,0,0,0,1
1.2165562,1.2791951,0.6364125,1,1,2,0,1,0,2,1,2
0.8433292,0.8155537,0.5142514,0,1,0,0,1,0,0,1,2
1.7461112,0.84380424,1.5322605,2,1,2,2,0,1,2,1,2
0.0676493,0.45494378,-0.05583367,0,2,0,2,1,1,2,1,0
-0.34056494,-1.3215172,1.0843365,2,3,1,1,2,1,1,0,2
0.7664676,0.67097735,0.59569216,1,0,0,0,1,1,2,1,0
-0.7363736,-1.5225947,-0.015113308,2,3,1,1,2,1,1,0,0
0.18819535,0.19404164,0.22920887,1,3,2,2,0,1,2,0,0
1.1775073,0.61447626,1.0843365,0,2,0,0,1,0,2,1,2
0.17285392,1.1877962,-0.21871513,1,0,0,0,1,1,0,1,2
1.4693475,0.98173344,1.0436162,1,2,0,0,1,0,2,1,2
2.518193,1.5467443,1.5729809,2,3,2,2,1,0,2,0,2
0.052594837,0.7208313,-0.21871513,0,0,0,0,1,0,2,1,2
1.991309,1.2758715,1.3286587,1,0,0,0,1,1,2,1,2
0.5947982,0.20567422,0.6364125,1,0,2,2,0,1,0,1,2
-0.01632015,0.52640104,-0.17799476,0,2,0,0,1,0,0,1,0
-0.80175674,-1.331488,-0.54447806,0,0,1,1,2,0,1,0,2
0.9420441,0.36686853,1.0436162,2,3,2,2,0,0,0,0,2
1.2886277,1.181149,0.84001434,1,3,0,0,1,0,2,1,0
0.5997648,0.9900424,0.3106496,0,1,0,0,1,0,0,1,2
-0.99892163,-1.5126239,-1.2774446,0,3,1,1,2,1,1,0,0
0.7747674,1.32074,0.3106496,0,1,0,0,1,1,2,1,2
-0.32815936,-1.306561,1.1657772,2,0,1,1,2,1,1,0,2
2.3000357,1.5317882,1.369379,1,2,0,2,1,1,2,1,2
-0.3169237,-0.81466913,0.3106496,1,3,2,2,0,1,2,0,1
-0.3157317,1.1612074,-0.7073595,0,2,2,0,1,1,0,1,2
-0.26301903,-1.2965903,1.4508197,2,3,1,1,2,1,1,0,2
-0.58792603,0.52141565,-0.8295206,0,2,0,0,1,1,0,1,0
-0.9988554,-1.5076385,-1.2774446,0,1,1,1,2,0,1,0,0
-0.93583417,-1.5043149,-0.992402,2,3,1,1,2,0,1,0,0
0.30452526,0.3336326,0.3106496,0,1,0,0,1,0,2,0,0
2.3258843,1.2592535,1.6137012,2,1,2,0,1,1,2,1,2
-0.7198402,0.2704843,-0.9516817,0,3,0,2,0,0,0,1,0
-0.58574075,-0.19315706,-0.7073595,0,2,2,2,0,0,0,0,0
-0.9988333,-1.5059767,-1.2774446,0,2,1,1,2,1,1,0,0
0.2101148,0.6177999,0.025607055,0,2,0,0,1,0,0,1,2
-0.6734848,-1.4893587,0.22920887,2,3,1,1,2,0,1,1,0
0.58945626,-0.00038860991,0.9214551,2,3,0,0,0,0,2,1,0
1.231721,0.4865179,1.3286587,2,0,0,2,0,0,2,1,2
-0.9036503,-0.3344098,-1.1552835,0,3,2,0,0,0,2,0,0
0.99349856,1.3705939,0.4328107,1,1,2,2,1,0,2,1,0
-0.73930943,-0.9825106,-0.5851984,0,2,0,2,0,0,0,1,1
-0.96611965,0.9568065,-1.2774446,0,2,0,0,1,1,0,1,2
-0.9990761,-1.5242565,-1.2774446,0,3,1,1,2,1,1,0,0
-0.91521704,0.18407086,-1.1960039,0,2,0,0,1,1,0,1,0
-0.6208825,-1.4660935,0.35136998,2,1,1,1,2,0,1,0,0
-0.37959176,0.78730315,-0.66663915,0,2,0,0,1,0,0,1,2
-0.8377815,0.51310664,-1.1145631,0,2,0,0,1,0,0,0,0
1.5507122,1.3489906,0.9621754,0,3,2,2,1,1,0,1,2
-0.6831091,-1.2982521,-0.17799476,0,3,1,1,2,0,1,0,2
-0.5207328,-1.4860351,0.8807347,2,1,1,1,2,0,1,0,0
-0.99881124,-1.5043149,-1.2774446,0,3,1,1,2,1,1,1,0
1.0172722,1.4470366,0.39209032,1,2,0,2,1,1,0,1,2
2.014288,1.3589613,1.369379,2,0,2,2,1,1,0,1,0
-0.73661643,0.6394032,-0.992402,0,2,0,0,1,0,0,1,2
-0.842991,-1.3032374,-0.74807984,0,3,1,1,2,0,1,0,2
-0.09081986,-0.5221929,0.4328107,0,0,0,0,0,0,0,1,1
0.48045492,-0.49560413,1.5322605,2,0,2,2,0,0,0,1,1
0.23887722,0.8155537,-0.05583367,0,2,2,2,1,1,0,0,2
2.555785,1.5666859,1.6137012,2,1,2,2,1,1,0,1,2
0.025333464,0.09599561,0.066327415,2,1,2,2,0,0,0,0,0
-0.85533035,-1.4943441,-0.54447806,1,3,1,1,2,1,1,0,0
1.5398077,1.3739175,0.84001434,1,0,2,0,1,0,2,1,0
-0.96658325,-0.81300735,-1.1960039,0,3,0,0,0,0,2,0,1
-0.57766163,0.49981228,-0.78880024,0,2,0,0,1,1,2,1,0
-0.25120944,0.32033822,-0.34087622,1,0,2,2,0,1,0,0,0
-0.842991,0.80059755,-1.1552835,0,2,0,0,1,0,0,1,2
0.16912341,0.4898415,-0.015113308,0,2,0,0,1,0,0,1,0
-0.28763154,-0.81300735,0.26992923,1,0,2,2,0,0,2,1,1
2.417977,1.4952286,1.6137012,2,1,0,2,1,1,2,1,2
1.816483,1.3672704,1.1250569,0,2,0,0,1,0,2,1,2
-0.9702475,-1.306561,-1.1552835,0,3,1,1,2,0,1,1,2
-0.22264571,-1.3298262,1.6137012,2,0,1,1,2,1,1,0,2
-0.81219774,-0.5321637,-0.9516817,0,2,0,0,0,0,0,1,1
-0.5294079,-0.8395961,-0.1372744,1,1,2,2,0,0,2,0,1
-0.820012,-1.3630621,-0.5851984,1,3,1,1,2,1,1,0,2
1.8396165,0.82386273,1.6137012,2,1,2,2,0,0,2,1,2
-0.9885689,-1.4860351,-1.2367243,0,3,1,1,2,1,1,0,0
2.460028,1.4902433,1.5729809,1,2,2,0,1,1,2,1,2
-0.93627566,-1.5026531,-0.992402,0,0,1,1,2,1,1,1,0
1.8293742,0.7740088,1.6137012,2,1,2,2,0,0,2,1,2
1.1882353,0.20235063,1.5729809,2,1,2,2,0,1,0,1,0
0.9840067,1.3722557,0.47353107,1,2,2,0,1,1,2,1,0
-0.49510494,-1.3364733,0.59569216,2,3,1,1,2,1,1,0,2
0.25415242,1.5201557,-0.21871513,1,0,2,0,1,0,2,1,2
-0.98545647,-0.4989277,-1.2774446,0,2,2,0,0,1,0,0,0
-0.49269888,-1.323179,0.55497175,1,3,1,1,2,0,1,0,2
-0.83809054,-0.9991286,-0.8702409,0,3,0,0,0,1,2,0,1
0.8729746,1.1645311,0.35136998,0,2,0,0,1,1,0,1,2
0.81642103,-0.11006721,1.4915402,2,1,0,0,0,0,2,1,0
-0.89537257,-1.4893587,-0.78880024,1,2,1,1,2,1,1,1,0
-0.61609244,-1.4876969,0.5142514,2,0,1,1,2,0,1,1,0
-0.74577713,-1.3348116,-0.34087622,1,2,1,1,2,1,1,0,2
-0.2768815,-1.2965903,1.3286587,2,3,1,1,2,1,1,0,2
-0.9855448,-0.5055749,-1.2774446,0,2,2,0,0,0,0,1,0
0.743621,0.3868101,0.7585736,1,0,2,2,0,1,0,1,0
-0.91384846,-1.4876969,-0.8702409,1,3,1,1,2,0,1,0,0
-0.78118384,1.0465435,-1.1145631,0,2,0,0,1,0,2,1,0
-0.9328542,-1.4976677,-0.992402,0,0,1,1,2,1,1,1,0
1.5210006,0.5197539,1.5729809,2,1,2,2,0,1,2,0,2
-0.34279442,0.97176266,-0.7073595,0,1,0,0,1,0,0,1,0
-0.7588449,-1.471079,-0.17799476,0,3,1,1,2,0,1,0,0
-0.50883496,0.33197078,-0.66663915,0,1,0,0,1,0,0,1,2
0.53402853,-0.020330174,0.84001434,1,0,2,2,0,1,2,0,2
-0.66269064,-0.1765391,-0.74807984,0,0,2,2,0,0,2,0,0
1.163667,1.1927817,0.6771329,2,1,0,2,1,0,0,0,0
0.43339318,-0.58866477,1.5729809,2,2,0,2,0,0,0,1,1
-0.61355394,-1.4594464,0.5142514,2,3,1,1,2,0,1,0,0
1.2659799,1.1180007,0.84001434,0,1,0,0,1,0,2,1,2
-0.48479638,-0.6750782,-0.2594355,0,1,0,2,0,0,0,1,1
1.5901805,0.7108605,1.4100994,2,0,0,2,0,0,2,0,2
-0.94823974,0.64106506,-1.2367243,0,2,0,0,1,0,0,1,2
-0.35842282,0.5945347,-0.62591875,0,1,0,0,1,0,0,1,2
-0.50978416,0.57293135,-0.78880024,0,2,0,0,1,0,0,1,2
2.2516937,1.393859,1.5729809,2,0,2,0,1,1,0,0,2
0.7477709,-0.21642222,1.4508197,1,0,2,2,0,0,0,0,2
-0.998723,-1.4976677,-1.2774446,0,3,1,1,2,1,1,0,0
-0.9105153,-1.4893587,-0.91096133,1,0,1,1,2,1,1,1,0
0.37284425,0.45494378,0.35136998,2,2,2,2,0,0,2,0,0
-0.30983797,-0.47732434,-0.05583367,1,1,2,0,0,0,2,1,1
-0.6929762,0.15249671,-0.8702409,0,2,0,0,0,1,0,1,0
-0.99638313,-1.3215172,-1.2774446,0,3,1,1,2,1,1,1,2
-0.8164801,-1.4827116,-0.42231694,0,1,1,1,2,1,1,0,0
1.3014307,0.853775,1.0028958,2,1,0,2,1,1,0,1,2
-0.73719037,-0.4490738,-0.8295206,0,2,0,0,0,0,2,1,0
-0.21701685,-1.3015757,1.4100994,2,0,1,1,2,0,1,1,2
-0.5618567,-1.0307027,-0.1372744,0,3,0,0,0,1,0,0,1
-0.9731613,-1.471079,-1.1552835,0,3,1,1,2,1,1,1,0
-0.4362336,-0.54878163,-0.30015585,0,2,0,0,0,0,0,1,1
