gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0.0,1,0,1.5729809,1,0,0,2,0,2,2,2,2,2,0,0,0.56794596,1.6080825,0
1,0.0,0,0,1.369379,1,2,2,1,1,1,1,1,1,2,0,3,-1.3181937,-0.25791994,0
1,0.0,1,1,1.4508197,1,2,1,2,2,2,2,2,2,2,1,0,1.6597466,2.4581296,0
0,0.0,0,0,-0.78880024,0,1,0,0,0,2,0,2,2,0,0,2,-0.5188693,-0.72072315,0
1,0.0,1,0,0.9621754,1,0,1,0,0,0,0,0,2,1,1,2,0.5363718,1.0046239,0
1,0.0,1,0,0.22920887,1,0,1,2,2,0,0,0,0,0,1,2,0.4881797,0.32278043,1
1,0.0,0,0,-0.74807984,1,0,1,0,0,0,0,2,2,0,0,1,0.853775,-0.4484626,1
0,0.0,0,1,-0.66663915,1,0,2,1,1,1,1,1,1,1,1,0,-1.5109621,-0.8483329,0
0,0.0,1,1,-0.74807984,1,0,1,0,0,0,0,0,0,0,0,2,0.18074726,-0.5454115,0
1,0.0,1,1,-0.015113308,1,0,1,0,0,0,0,0,0,0,1,0,0.1657911,0.02913019,1
0,0.0,0,0,-0.992402,1,0,0,2,0,0,2,0,0,1,0,0,-0.34936598,-0.8097476,0
0,0.0,1,1,0.4328107,1,2,1,0,0,2,0,2,2,0,1,0,1.1479131,0.8511875,0
0,0.0,0,0,0.799294,1,2,0,2,0,2,2,2,0,1,0,1,0.30704382,0.7044838,0
1,0.0,0,0,-1.1960039,1,0,0,0,0,0,2,0,0,0,1,3,-0.48230973,-0.94018275,0
1,0.0,0,0,-0.1372744,1,0,2,1,1,1,1,1,1,1,1,3,-1.4943441,-0.7548054,0
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993294,-0.998745,1
1,0.0,0,0,-0.8295206,0,1,0,0,0,2,2,0,2,0,1,2,-0.70166695,-0.77478236,1
0,0.0,1,1,-0.66663915,0,1,0,0,0,0,0,0,2,0,1,1,-0.97253984,-0.76341426,0
0,0.0,0,0,0.3106496,1,2,0,0,0,2,2,2,2,1,1,3,0.53138644,0.40913388,0
0,0.0,0,0,-1.1145631,0,1,0,0,0,2,0,0,2,0,0,2,-0.8395961,-0.9143782,1
1,0.0,1,0,0.3106496,1,2,1,0,0,0,0,2,2,0,1,0,1.074794,0.6291232,1
0,0.0,0,0,0.14776814,1,0,2,1,1,1,1,1,1,1,0,3,-1.5026531,-0.73337156,0
0,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,0,2,0,1,2,0.5064595,-0.8253097,1
0,0.0,0,0,-0.91096133,1,0,1,2,0,0,0,2,0,0,1,3,0.6626684,-0.6400869,1
1,0.0,1,1,-1.2367243,1,0,1,0,0,0,0,2,2,0,1,0,0.82386273,-0.92550355,1
1,0.0,0,0,-0.3815966,1,2,1,0,0,0,2,2,0,0,1,2,0.8587604,-0.14953667,1
1,0.0,1,1,-0.2594355,1,0,2,1,1,1,1,1,1,1,1,0,-1.4860351,-0.7840755,0
0,0.0,1,0,1.6137012,1,2,1,2,2,2,0,2,2,2,1,2,1.5833039,2.5451012,0
0,0.0,1,0,0.066327415,1,0,0,0,0,0,2,0,0,0,0,0,-0.48397154,-0.20600192,0
1,0.0,0,0,-0.91096133,1,0,0,2,0,0,2,2,0,0,0,0,-0.08347846,-0.7368151,0
0,0.0,0,0,-0.74807984,1,0,0,2,0,0,2,0,0,1,0,3,-0.30117387,-0.6563775,0
0,0.0,0,0,-0.3815966,1,2,1,2,0,0,0,2,0,0,1,0,0.8404807,-0.049497355,1
1,0.0,1,0,0.59569216,1,0,2,1,1,1,1,1,1,2,0,3,-1.4993294,-0.5778162,0
1,0.0,1,0,-0.34087622,1,0,1,2,0,0,2,0,2,0,1,2,0.81389195,-0.03166157,0
1,0.0,1,0,0.6771329,1,2,1,0,2,0,0,2,2,0,1,0,1.1396041,1.1354122,1
1,0.0,0,0,-0.50375766,1,0,0,2,0,0,2,0,0,1,0,3,-0.35767496,-0.5412616,0
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,0,0,0.1657911,-0.94360423,1
0,0.0,0,0,-1.2367243,1,0,0,0,2,0,0,0,0,0,1,1,-0.5221929,-0.9672013,1
1,0.0,0,0,-0.42231694,0,1,0,0,0,2,2,2,2,2,0,0,-0.26627612,-0.43135527,0
1,0.0,0,0,-1.0331224,1,2,1,0,0,2,0,2,2,0,1,0,1.1063682,-0.6926451,1
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4511374,-0.9981049,0
0,0.0,1,1,1.0843365,1,2,1,0,2,0,2,0,2,0,1,0,1.0598378,1.45639,0
0,0.0,1,1,1.0436162,1,2,2,1,1,1,1,1,1,1,1,1,-1.3381352,-0.3461276,0
0,0.0,0,0,0.35136998,1,2,1,2,2,2,2,2,2,0,1,0,1.6530994,0.9913574,1
0,0.0,0,0,1.0843365,1,2,1,0,2,0,0,0,0,2,1,1,0.47987074,1.0191264,0
0,0.0,1,1,-1.1960039,1,0,1,0,0,0,0,0,0,0,1,2,0.1591439,-0.91903585,0
1,0.0,0,0,-0.015113308,1,0,2,1,1,1,1,1,1,2,1,0,-1.4860351,-0.7361529,0
1,0.0,1,0,0.55497175,1,2,1,0,0,2,0,2,2,0,1,2,1.132957,1.0078908,0
1,0.0,1,1,-1.318165,1,2,2,1,1,1,1,1,1,2,0,3,-1.2965903,-0.3904632,0
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,2,0,1,2,0.5380336,-0.93186086,1
0,0.0,1,1,0.799294,1,0,2,1,1,1,1,1,1,1,0,1,-1.5009913,-0.560466,0
0,0.0,0,0,-0.78880024,1,0,1,0,0,2,0,0,0,0,1,2,0.3170146,-0.5922746,1
0,0.0,0,0,-0.8702409,1,0,1,0,0,0,0,2,2,0,0,0,0.82884806,-0.54488176,1
1,0.0,0,0,-0.015113308,1,2,1,2,0,0,2,0,0,0,0,0,0.7607144,0.21388946,0
1,0.0,1,0,-0.62591875,1,2,1,0,0,2,0,2,2,0,1,1,1.1861345,-0.2911413,1
0,0.0,0,0,-0.66663915,1,2,1,0,0,0,0,0,0,0,1,1,0.33197078,-0.50883496,0
0,0.0,0,0,0.7585736,1,2,1,2,2,2,0,2,2,1,0,0,1.418786,1.5005822,0
1,0.0,0,0,-0.1372744,1,0,0,0,0,2,2,2,2,1,1,0,0.35191235,-0.016783703,0
1,0.0,1,0,1.5322605,1,0,0,2,2,2,2,0,0,2,0,1,0.006258578,0.98950315,0
0,0.0,1,1,1.5729809,1,2,1,2,0,2,2,0,2,2,0,2,1.1861345,2.1534424,0
1,0.0,1,1,0.35136998,1,2,0,0,2,2,0,2,0,1,0,0,0.124246165,0.2463603,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.52473927,-0.9718589,0
0,0.0,1,0,-1.0331224,1,0,0,2,0,2,2,2,2,0,0,0,0.5480044,-0.7513177,0
1,0.0,1,1,-0.30015585,1,0,1,0,0,0,0,2,2,1,1,2,0.85211325,-0.04561233,1
1,0.0,1,1,1.4100994,1,2,1,2,2,0,2,0,0,1,0,2,0.82386273,1.6584774,0
1,0.0,1,1,-1.1145631,1,2,0,0,0,0,2,0,0,0,1,3,-0.30117387,-0.8929003,0
1,0.0,0,1,-0.7073595,1,2,2,1,1,1,1,1,1,0,1,2,-1.3281645,-0.86431444,0
0,0.0,1,1,-0.50375766,1,0,2,1,1,1,1,1,1,0,0,2,-1.4876969,-0.8230361,0
1,0.0,1,1,-1.1960039,1,0,0,0,2,2,0,0,0,0,1,3,-0.2862177,-0.9331853,1
1,0.0,1,1,0.8807347,1,2,1,0,2,0,2,2,2,1,1,2,1.3440051,1.4815764,0
1,0.0,0,0,0.39209032,1,0,2,1,1,1,1,1,1,1,1,3,-1.5026531,-0.636842,0
0,0.0,1,0,-0.9516817,1,0,1,0,0,0,0,0,2,0,1,2,0.4981505,-0.66787803,0
0,0.0,0,0,1.247218,1,2,1,0,2,0,0,2,2,2,0,0,1.0864266,1.7531527,0
0,0.0,1,0,1.4915402,1,2,2,1,1,1,1,1,1,2,0,0,-1.3464441,-0.28259864,0
0,0.0,0,0,1.4915402,1,2,2,1,1,1,1,1,1,2,0,1,-1.3348116,-0.266595,0
1,0.0,1,0,0.3106496,1,0,0,0,2,0,0,0,0,0,1,3,-0.48563334,-0.09863405,0
1,0.0,0,0,1.1250569,0,1,0,2,2,2,0,0,0,2,0,0,-0.8362725,0.06294754,0
0,0.0,0,0,-1.1552835,1,0,1,2,0,2,2,0,2,0,1,0,0.985057,-0.8364791,1
0,0.0,0,0,1.5729809,1,2,0,2,2,2,2,2,2,2,0,3,0.83383346,1.7710106,0
0,0.0,1,0,0.18848851,1,2,1,0,0,2,0,0,0,0,1,1,0.47156173,0.24622786,1
1,0.0,1,0,-0.015113308,1,2,1,0,2,0,0,2,2,0,1,1,1.132957,0.381431,0
1,0.0,0,0,0.26992923,1,2,0,0,0,0,2,0,0,2,1,1,-0.36266035,-0.03585563,0
0,0.0,0,0,0.22920887,1,2,2,1,1,1,1,1,1,1,1,2,-1.3464441,-0.60373104,0
1,0.0,0,0,0.799294,1,2,1,0,0,2,0,0,2,2,1,1,0.8205391,1.0135638,0
0,0.0,1,1,0.6364125,1,2,1,2,2,0,0,2,2,0,1,1,1.345667,1.198875,0
1,0.0,1,1,1.5322605,0,1,0,2,0,2,2,2,2,2,0,0,-0.1748773,0.8224251,0
1,0.0,0,0,-0.50375766,1,0,1,0,0,0,0,0,0,0,0,1,0.19237985,-0.34804803,0
0,0.0,0,0,0.71785325,1,2,0,2,0,2,2,2,2,1,1,1,0.5895493,0.8375679,0
0,0.0,0,0,-0.54447806,0,1,0,0,0,0,0,2,2,1,1,1,-0.6617838,-0.6129359,1
1,0.0,1,1,-0.30015585,1,0,0,2,2,2,0,0,0,1,1,0,-0.10508182,-0.29619622,0
1,0.0,0,0,-0.8295206,1,0,0,0,2,0,0,0,0,0,1,0,-0.5221929,-0.7456005,0
1,0.0,1,0,0.26992923,1,2,1,0,2,2,0,2,2,0,1,2,1.3589613,0.8842323,1
1,0.0,0,0,-1.0331224,1,0,1,0,0,2,0,0,0,0,0,3,0.3286472,-0.7670123,1
0,0.0,1,1,-0.3815966,1,0,0,2,2,2,2,0,0,1,1,3,0.0494653,-0.3302785,0
1,0.0,0,0,-0.21871513,1,0,2,1,1,1,1,1,1,0,1,2,-1.5076385,-0.77352417,0
1,0.0,0,0,0.59569216,1,2,1,0,0,0,0,2,0,0,1,1,0.70753694,0.699164,0
1,0.0,1,1,-0.2594355,1,0,2,1,1,1,1,1,1,2,1,1,-1.5159475,-0.7797269,0
0,0.0,1,0,-0.74807984,1,2,0,2,0,0,0,2,0,0,1,0,-0.002050407,-0.59198767,1
0,0.0,1,0,-0.8702409,1,2,1,0,0,2,2,2,2,0,1,0,1.3057839,-0.5069366,1
1,0.0,0,1,-1.2367243,1,0,2,1,1,1,1,1,1,0,0,3,-1.5126239,-0.98607457,0
0,0.0,1,1,-0.2594355,1,0,1,2,2,0,0,0,0,0,0,2,0.5712696,-0.09353496,0
0,0.0,1,0,1.6137012,1,2,1,2,2,2,2,2,2,2,1,0,1.6580848,2.67185,0
0,0.0,1,1,1.247218,1,0,2,1,1,1,1,1,1,2,0,1,-1.4876969,-0.47356072,0
1,0.0,1,1,1.5729809,1,0,2,1,1,1,1,1,1,2,0,3,-1.4943441,-0.391004,0
1,0.0,1,1,-0.8702409,1,2,0,2,0,0,0,2,0,0,1,0,0.012905766,-0.6880757,0
1,0.0,1,0,-0.74807984,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993294,-0.9064758,0
0,0.0,0,1,-0.78880024,1,2,0,2,2,2,2,2,2,2,0,1,0.80392116,-0.494531,0
1,0.0,0,1,-1.0738428,1,0,2,1,1,1,1,1,1,0,1,3,-1.4810498,-0.9640006,0
1,0.0,1,1,-0.8702409,1,2,1,0,0,0,0,0,0,0,1,1,0.34692696,-0.66514087,0
1,0.0,1,0,-0.5851984,1,2,0,0,2,0,0,0,0,0,0,1,-0.26461434,-0.5329839,0
1,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,0,2,0,1,2,-0.97087806,-0.9917255,1
0,0.0,1,0,-0.015113308,1,0,1,2,0,0,0,0,0,0,1,0,0.35689774,0.018887859,0
1,0.0,0,0,-0.1372744,0,1,0,2,0,0,2,0,0,1,0,3,-0.9692163,-0.53388894,0
0,0.0,0,0,-1.1960039,1,2,0,0,0,0,0,2,0,0,1,2,-0.14995034,-0.9321478,0
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,2,0,1,2,1.009984,-0.92049277,1
1,0.0,1,1,-0.78880024,1,0,1,0,0,2,0,2,2,0,1,3,1.0598378,-0.49404538,1
0,0.0,0,0,0.35136998,0,1,0,0,2,0,0,0,2,0,1,2,-0.8113455,-0.2666833,0
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,2,-1.5259182,-0.99909824,0
1,0.0,0,0,-1.0331224,1,0,0,0,0,0,0,2,0,0,0,3,-0.3294244,-0.84389603,0
0,0.0,1,0,0.799294,1,0,0,2,0,2,0,2,0,1,1,3,-0.015344783,0.49829072,0
0,0.0,1,1,0.5142514,1,2,2,1,1,1,1,1,1,2,1,0,-1.3331498,-0.504663,0
1,0.0,1,0,1.5322605,1,2,0,0,2,2,2,2,0,2,0,1,0.3768393,1.3166397,0
0,0.0,0,0,0.84001434,1,0,2,1,1,1,1,1,1,2,0,3,-1.5309037,-0.56342393,0
0,0.0,1,0,1.2064976,1,2,1,0,2,2,0,2,0,1,1,1,1.1030446,1.6134465,0
0,0.0,1,0,1.1250569,1,2,1,2,2,0,0,0,2,0,1,1,0.9750862,1.4100789,0
0,0.0,1,0,-1.1960039,1,0,1,0,0,0,0,2,0,0,1,2,0.5197539,-0.9085066,1
0,0.0,1,0,-0.3815966,1,0,1,2,0,0,0,2,2,0,1,2,1.0083221,0.019483857,0
1,0.0,0,1,-1.2774446,0,1,0,0,2,0,0,0,0,0,1,3,-1.110469,-0.99357975,1
0,0.0,0,0,1.4100994,1,0,0,2,0,2,2,0,2,1,1,0,0.25220454,1.196226,0
0,0.0,0,0,-0.8295206,1,2,1,0,2,0,0,2,0,0,1,0,0.8305099,-0.5428068,1
0,0.0,1,0,1.5729809,1,2,0,2,2,2,2,0,2,2,1,0,0.59619653,1.5669366,0
1,0.0,0,0,-0.30015585,1,0,2,1,1,1,1,1,1,1,0,1,-1.4910206,-0.78191227,0
0,0.0,0,0,-1.1145631,1,2,0,2,0,0,0,0,0,0,1,2,-0.36432216,-0.88206196,0
1,0.0,0,0,-0.2594355,1,2,0,0,0,0,0,0,0,1,1,1,-0.439103,-0.43552724,0
1,0.0,1,1,-1.2774446,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993294,-0.998745,0
1,0.0,0,0,1.5322605,0,1,0,0,2,2,0,2,0,1,1,1,-0.68837255,0.32216236,0
1,0.0,1,1,1.6137012,1,2,1,2,2,2,2,2,2,2,1,2,1.6364814,2.5655417,0
1,0.0,1,0,1.1250569,1,0,1,0,2,0,0,2,2,1,1,2,0.985057,1.4693916,1
0,0.0,1,1,-0.015113308,1,2,1,0,2,0,0,2,2,0,1,2,1.1844727,0.4131072,0
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,2,-1.4926823,-0.99865675,1
0,0.0,0,0,-0.74807984,1,2,0,0,2,0,0,0,0,1,1,3,-0.34936598,-0.66606796,0
0,0.0,0,0,-0.78880024,1,2,1,2,0,0,0,0,0,0,1,1,0.5064595,-0.5529829,0
0,0.0,0,0,-1.0738428,1,2,1,0,2,2,2,2,2,0,1,1,1.5002141,-0.7118715,1
0,0.0,0,0,0.55497175,1,2,0,2,0,2,0,2,2,2,0,3,0.47987074,0.5791698,0
1,0.0,0,0,-0.7073595,1,0,1,0,0,2,2,2,2,0,1,2,1.2160468,-0.32138264,1
1,0.0,1,0,0.4328107,1,2,1,0,2,0,2,2,0,0,1,2,0.98173344,0.73781556,0
1,0.0,0,0,0.26992923,1,0,0,0,0,0,2,0,0,2,1,0,-0.4972659,-0.1371973,0
1,0.0,0,0,-0.4630373,1,0,0,0,0,2,0,2,0,0,1,0,-0.15659752,-0.4616849,1
1,0.0,0,0,1.0028958,0,1,0,2,0,2,0,2,2,0,1,2,-0.36598396,0.40354916,0
0,0.0,1,0,0.84001434,1,0,1,0,0,0,2,2,2,1,1,2,0.95348287,1.1435575,0
1,0.0,1,1,-0.5851984,1,0,1,2,0,2,0,2,0,0,1,3,0.7690234,-0.34497973,0
0,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,2,0,1,2,-0.15327394,-0.9808651,1
0,0.0,1,0,1.0436162,1,2,0,2,0,0,2,0,0,1,1,0,-0.12336159,0.52837753,0
0,0.0,0,0,1.5729809,1,2,1,0,0,2,0,2,2,2,0,0,1.3057839,2.265512,0
0,0.0,0,0,0.10704778,1,0,1,0,0,2,2,2,2,1,1,2,1.1462513,0.5518864,0
1,0.0,0,0,-1.1960039,1,0,1,0,0,2,0,0,2,0,0,1,0.6959043,-0.8940702,0
1,0.0,0,0,0.22920887,1,2,1,2,2,0,0,2,2,1,1,2,1.3323725,0.70872205,0
1,0.0,1,1,0.10704778,1,2,0,2,2,2,2,0,0,2,1,1,0.14584953,0.09193068,0
1,0.0,0,0,-1.0331224,1,2,1,0,0,2,0,2,0,0,1,2,0.853775,-0.745424,1
0,0.0,0,0,0.59569216,1,0,0,0,0,2,2,2,2,2,0,3,0.322,0.54230624,0
0,0.0,0,0,-0.74807984,1,0,0,0,2,0,0,0,0,0,0,2,-0.47566256,-0.66948944,0
0,0.0,1,0,-0.50375766,1,0,0,0,2,0,0,0,2,0,1,2,-0.15825933,-0.4514426,0
1,0.0,1,0,1.369379,1,2,0,2,2,0,2,2,2,2,0,2,0.68094814,1.4376493,0
1,0.0,1,0,-0.7073595,1,0,2,1,1,1,1,1,1,0,1,1,-1.5059767,-0.85694176,0
0,0.0,0,0,0.39209032,1,0,2,1,1,1,1,1,1,2,1,0,-1.46277,-0.63461256,0
0,0.0,1,0,-0.62591875,1,2,1,2,0,0,0,0,0,0,0,2,0.46989995,-0.411886,0
1,0.0,0,0,0.18848851,1,2,1,0,2,0,2,2,2,1,1,1,1.32074,0.6604904,0
0,0.0,0,0,-0.8295206,1,0,0,0,2,0,0,0,0,0,1,2,-0.5105603,-0.737389,0
1,0.0,1,0,0.84001434,1,0,1,0,2,0,0,2,2,1,1,0,0.9800716,1.1416812,1
0,0.0,0,0,1.1250569,1,2,2,1,1,1,1,1,1,2,0,3,-1.3215172,-0.34297103,0
1,0.0,1,1,-0.5851984,0,1,0,0,0,0,0,0,0,0,0,1,-1.3032374,-0.8008738,0
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.33695617,-0.97435325,1
0,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,0,0,0,1,2,0.17908546,-0.92168474,0
0,0.0,0,1,-0.9516817,1,0,0,0,0,0,2,2,2,0,1,1,0.15415852,-0.7551365,0
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.5147685,-0.97199136,1
1,0.0,1,0,0.9621754,1,2,1,2,2,2,0,0,0,1,1,2,0.9435121,1.3120924,0
1,0.0,1,1,-0.62591875,1,0,1,0,0,0,0,0,0,0,1,2,0.14086413,-0.49987292,1
0,0.0,1,1,-0.8702409,1,2,0,0,0,0,2,0,2,0,1,2,0.052788895,-0.6803719,1
1,0.0,0,0,-1.0331224,1,0,1,0,0,0,0,0,0,0,1,2,0.1591439,-0.77725464,0
0,0.0,1,1,1.4915402,1,0,2,1,1,1,1,1,1,2,0,0,-1.4810498,-0.38376373,0
1,0.0,0,0,-0.54447806,1,2,1,0,0,0,0,0,2,0,1,0,0.7058751,-0.33087447,1
0,0.0,1,1,-1.1960039,1,0,1,0,0,0,0,0,2,0,1,2,0.51643026,-0.8970281,1
1,0.0,1,1,0.8807347,1,0,2,1,1,1,1,1,1,2,0,1,-1.4744025,-0.52594227,0
1,0.0,1,0,1.2064976,1,2,2,1,1,1,1,1,1,1,1,1,-1.3630621,-0.3686872,0
1,0.0,0,0,-0.34087622,1,2,1,0,2,0,0,2,0,0,1,1,0.85709864,0.0002794884,1
0,0.0,1,1,1.2064976,1,2,0,0,0,0,0,2,2,0,1,1,0.18905625,0.8911415,0
1,0.0,0,0,-0.62591875,1,2,0,2,0,0,0,0,2,0,0,0,0.03284733,-0.5168478,0
1,0.0,0,0,-0.9516817,0,1,0,0,0,0,0,0,0,0,1,3,-1.3348116,-0.9234948,0
1,0.0,1,1,1.2879384,1,0,0,2,0,2,2,2,0,2,0,3,0.14917313,0.95617145,0
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,0,0,1,2,0.3701921,-0.944134,1
1,0.0,1,1,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.62854785,-0.98717827,1
0,0.0,1,0,-0.66663915,0,1,0,0,0,0,2,2,2,0,1,2,-0.4922805,-0.6497332,1
0,0.0,1,0,1.6137012,1,2,2,1,1,1,1,1,1,2,0,0,-1.3331498,-0.1994901,0
1,0.0,0,0,-0.09655403,1,2,1,2,2,2,0,0,0,1,0,0,0.85211325,0.23783974,0
0,0.0,1,0,0.6771329,1,2,1,2,0,0,0,2,2,0,1,3,1.1994288,1.1325867,0
1,0.0,1,0,1.1657772,1,2,0,2,0,2,2,0,2,2,0,1,0.35191235,1.0804701,0
1,0.0,1,1,0.59569216,1,2,1,0,2,0,0,2,0,0,0,2,0.74575824,0.7662027,0
1,0.0,0,0,-0.50375766,1,0,0,2,0,2,0,0,2,0,0,1,-0.012021189,-0.38996655,0
1,0.0,1,1,0.066327415,1,0,1,0,0,0,0,2,0,0,0,2,0.44995838,0.12466641,1
0,0.0,1,1,1.5322605,1,2,2,1,1,1,1,1,1,2,0,0,-1.331488,-0.2631294,0
1,0.0,0,1,0.8807347,1,0,1,2,2,0,2,2,2,1,1,2,1.3656086,1.5649278,0
1,0.0,1,0,1.1657772,1,2,1,0,2,2,2,2,0,1,1,3,1.1146772,1.6708388,0
1,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,1,2,0.40508986,-0.9065861,1
1,0.0,0,0,-0.78880024,1,0,2,1,1,1,1,1,1,1,0,3,-1.5059767,-0.8881323,0
0,0.0,0,0,-0.66663915,1,2,1,0,0,0,0,2,2,0,1,2,1.0432199,-0.33230928,1
0,0.0,1,1,-1.1960039,1,0,0,0,2,0,0,2,0,0,1,1,-0.20146605,-0.9329866,0
1,0.0,0,0,-0.30015585,1,0,2,1,1,1,1,1,1,0,1,3,-1.4827116,-0.77063245,0
1,0.0,0,0,-0.09655403,1,2,0,2,0,0,0,0,2,0,1,3,-0.0086975945,-0.17370768,0
0,0.0,1,0,-0.4630373,0,1,0,2,0,0,0,0,0,0,0,2,-1.2051915,-0.7295748,0
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.64682764,-0.9874211,1
0,0.0,0,0,-0.7073595,1,0,2,1,1,1,1,1,1,0,0,0,-1.5076385,-0.8797,1
1,0.0,1,0,-0.3815966,1,0,1,0,0,0,0,2,2,0,1,2,0.853775,-0.07269711,0
0,0.0,1,1,0.5142514,1,2,1,2,2,0,0,2,2,0,1,2,1.3423433,1.0811764,0
0,0.0,1,1,-0.34087622,1,2,1,0,2,2,0,0,0,1,0,0,0.6111527,-0.10986971,0
0,0.0,0,0,-0.8702409,1,2,1,0,0,0,2,2,0,0,0,2,0.84380424,-0.5712602,1
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.65513664,-0.9875314,1
0,0.0,1,0,0.9621754,1,2,1,0,0,2,2,2,2,2,0,0,1.2775333,1.528594,0
0,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,0,0,0,0,2,0.36686853,-0.9739559,1
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,2,-1.5059767,-0.9988333,0
0,0.0,0,0,-1.0331224,1,0,1,0,0,0,0,0,2,0,1,2,0.48319432,-0.77646,1
0,0.0,1,0,0.9214551,1,0,1,0,0,2,2,2,0,2,0,1,0.7989358,1.1140225,0
0,0.0,0,0,-1.2367243,0,1,0,0,0,0,2,0,0,0,1,2,-1.1254252,-0.9813507,1
0,0.0,1,1,1.6137012,1,2,0,2,0,2,2,2,2,2,1,1,0.70255154,1.6903522,0
0,0.0,0,0,0.5142514,0,1,0,0,0,0,0,0,2,1,0,2,-1.0157466,-0.30255353,0
0,0.0,0,0,0.59569216,1,0,2,1,1,1,1,1,1,2,0,3,-1.4827116,-0.54554397,0
0,0.0,0,0,0.55497175,1,0,1,0,2,0,0,2,2,1,0,1,1.0133076,0.9457746,1
1,0.0,0,0,-1.2367243,1,0,0,0,2,0,0,0,0,0,1,3,-0.48064795,-0.96647286,0
0,0.0,1,0,-1.2367243,1,0,1,2,0,0,2,0,0,0,1,2,0.51144487,-0.92153025,0
0,0.0,1,0,-0.8295206,1,0,0,0,2,0,0,0,0,0,1,2,-0.4490738,-0.73719037,0
0,0.0,1,0,1.4508197,1,2,1,0,2,0,0,0,2,0,1,0,0.8255245,1.6977912,1
1,0.0,1,1,1.4915402,1,0,1,0,0,0,2,2,2,2,1,1,1.0116458,1.9380003,0
1,0.0,0,1,0.9621754,1,0,1,2,0,0,0,2,2,1,0,1,0.9983514,1.3166617,0
0,0.0,0,0,-1.1552835,1,2,1,2,0,0,0,0,0,0,1,2,0.5147685,-0.8733427,0
1,0.0,1,0,1.2879384,1,2,0,0,2,2,2,2,0,2,1,0,0.3768393,1.1199825,0
1,0.0,1,0,1.0843365,1,2,1,2,2,2,0,2,2,1,1,2,1.5085231,1.8392633,1
1,0.0,1,1,1.2064976,1,2,1,2,2,2,2,2,2,2,0,0,1.6879971,2.1531556,0
1,0.0,1,1,1.247218,1,2,2,1,1,1,1,1,1,2,0,1,-1.3331498,-0.31231025,0
0,0.0,0,0,0.84001434,0,1,0,2,2,2,2,2,0,1,1,2,-0.37096936,0.2636884,0
1,0.0,1,1,-1.1145631,1,0,2,1,1,1,1,1,1,0,0,3,-1.5059767,-0.96943074,0
1,0.0,1,0,0.6771329,1,2,1,2,2,2,0,0,0,0,1,2,0.7789942,0.8288928,0
0,0.0,1,1,1.2064976,1,2,1,2,0,0,0,2,2,2,1,0,1.2093996,1.923277,0
0,0.0,1,0,0.9214551,1,0,0,2,2,0,2,0,0,2,0,3,-0.26461434,0.36648694,0
0,0.0,1,0,1.5729809,1,0,1,2,2,2,2,2,0,2,1,2,1.1512367,2.157217,0
0,0.0,1,1,1.6137012,1,0,2,1,1,1,1,1,1,2,1,1,-1.4843733,-0.4219076,0
1,0.0,1,1,0.14776814,0,1,0,2,0,2,2,2,2,1,0,1,-0.13499416,-0.020911539,0
1,0.0,1,0,-0.30015585,1,0,2,1,1,1,1,1,1,1,1,0,-1.4561228,-0.7888214,0
0,0.0,1,0,1.6137012,1,2,1,2,2,2,2,2,2,2,1,0,1.664732,2.6647863,0
0,0.0,0,0,0.14776814,1,0,2,1,1,1,1,1,1,1,1,0,-1.5126239,-0.70730215,0
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,2,2,0,1,3,-0.06519869,-0.9796952,0
0,0.0,1,0,1.6137012,1,2,1,2,0,2,0,2,2,2,1,2,1.3539759,2.3231032,0
