gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score,Communication_Channel,Channel_Cost,Channel_Effectiveness,Channel_Score,Test_Group,Offer_Cost,Estimated_Retention_Rate,Expected_Value,ROI_Score,Included_in_Optimized_Plan
0,0.0,0,0,-1.2774446,0,0,1,0,0,0,0,2,0,0,0,2,0.4915033,-0.9723004,1,1,0.8928,High Risk,Upgrade to 2-year contract with 20% discount,89.3,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,2,2,0,1,2,1.058176,-0.87855214,1,1,0.8912,High Risk,Upgrade to 2-year contract with 20% discount,89.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-0.8295206,0,2,1,0,2,2,0,2,0,0,0,2,1.10803,-0.53936327,1,1,0.8892,High Risk,Upgrade to 2-year contract with 20% discount,88.9,Call,5.0,0.45,3,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.1960039,1,2,1,0,0,2,0,2,2,0,1,0,1.222694,-0.87570465,1,1,0.8891,High Risk,Upgrade to 2-year contract with 20% discount,88.9,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,0,2,1,0,0,0,0,0,0,0,0,2,0.35025057,-0.9741767,1,1,0.8879,High Risk,Upgrade to 2-year contract with 20% discount,88.8,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.0331224,1,2,1,0,0,2,0,2,2,0,0,2,1.2359884,-0.698009,1,1,0.8868,High Risk,Upgrade to 2-year contract with 20% discount,88.7,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.35523593,-0.9741105,1,1,0.8866,High Risk,Upgrade to 2-year contract with 20% discount,88.7,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.35191235,-0.9741546,1,1,0.8866,High Risk,Upgrade to 2-year contract with 20% discount,88.7,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.0738428,1,0,1,0,0,2,2,2,2,0,0,3,1.1695164,-0.7656437,1,1,0.8862,High Risk,Upgrade to 2-year contract with 20% discount,88.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,3,0.50812125,-0.97207963,1,1,0.8864,High Risk,Upgrade to 2-year contract with 20% discount,88.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-0.91096133,1,2,1,2,0,0,0,2,2,0,1,2,1.1279715,-0.57774997,1,1,0.8857,High Risk,Upgrade to 2-year contract with 20% discount,88.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,0,0,1,0,2,0,0,0,0,0,1,2,0.36686853,-0.9739559,1,1,0.8859,High Risk,Upgrade to 2-year contract with 20% discount,88.6,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,1,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.46159095,-0.97269773,1,1,0.8848,High Risk,Upgrade to 2-year contract with 20% discount,88.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-0.8702409,0,2,1,0,0,0,0,2,2,0,0,2,0.97176266,-0.5311076,1,1,0.8848,High Risk,Upgrade to 2-year contract with 20% discount,88.5,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.46657634,-0.9726315,1,1,0.8848,High Risk,Upgrade to 2-year contract with 20% discount,88.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,0,2,0.44164938,-0.9729626,1,1,0.8848,High Risk,Upgrade to 2-year contract with 20% discount,88.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.45494378,-0.972786,1,1,0.8848,High Risk,Upgrade to 2-year contract with 20% discount,88.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2367243,1,2,1,0,0,2,0,2,0,0,1,2,0.887011,-0.9317284,0,1,0.8837,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.1624675,-0.97667104,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17077649,-0.97656065,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.1624675,-0.97667104,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.16911468,-0.97658277,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1145631,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962,-0.7804995,1,1,0.8836,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.17077649,-0.97656065,0,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.1657911,-0.9766269,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.1608057,-0.9766931,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,0,0,1,0,0,0,0,0,0,0,1,2,0.17077649,-0.97656065,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.16745289,-0.9766048,1,1,0.8845,High Risk,Upgrade to 2-year contract with 20% discount,88.4,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,0,0,1,0,0,2,0,2,2,0,1,2,0.985057,-0.96574444,1,1,0.8834,High Risk,Upgrade to 2-year contract with 20% discount,88.3,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2367243,1,2,1,0,0,2,0,2,0,0,0,2,0.8853492,-0.9219496,1,1,0.8834,High Risk,Upgrade to 2-year contract with 20% discount,88.3,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,0,2,1,0,0,0,0,0,0,0,1,2,0.33695617,-0.97435325,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.4931651,-0.9722783,1,1,0.8819,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,2,0.50313586,-0.97214586,1,1,0.8819,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,1,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.3236618,-0.97452986,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.32033822,-0.974574,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.32033822,-0.974574,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,1,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.3186764,-0.9745961,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.330309,-0.9744416,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.33861798,-0.9743312,1,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.34360337,-0.974265,0,1,0.8818,High Risk,Upgrade to 2-year contract with 20% discount,88.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.29541126,-0.97490513,1,1,0.8815,High Risk,Upgrade to 2-year contract with 20% discount,88.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.29208767,-0.97494924,1,1,0.8815,High Risk,Upgrade to 2-year contract with 20% discount,88.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,2,2,0,1,2,0.9750862,-0.69781035,0,1,0.8808,High Risk,Upgrade to 2-year contract with 20% discount,88.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,2,2,2,0,0,3,1.1994288,-0.8311593,0,1,0.8793,High Risk,Upgrade to 2-year contract with 20% discount,87.9,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,0,2,0,1,2,0.6593448,-0.84844327,1,1,0.879,High Risk,Upgrade to 2-year contract with 20% discount,87.9,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.14584953,-0.97689176,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.15249671,-0.9768035,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,1,-1.0738428,1,2,1,0,2,2,0,2,0,0,1,3,0.97342443,-0.7784025,0,1,0.8781,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.15249671,-0.9768035,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.14418773,-0.97691387,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.124246165,-0.97717875,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.1591439,-0.9767152,1,1,0.878,High Risk,Upgrade to 2-year contract with 20% discount,87.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-0.8295206,1,2,1,0,0,0,0,2,2,0,1,2,0.9784098,-0.54558814,1,1,0.8774,High Risk,Upgrade to 2-year contract with 20% discount,87.7,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.3236618,-0.97452986,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.34360337,-0.974265,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.322,-0.9745519,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.31369102,-0.9746623,1,1,0.8762,High Risk,Upgrade to 2-year contract with 20% discount,87.6,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,2,0,1,2,0.68261,-0.8905163,1,1,0.8745,High Risk,Upgrade to 2-year contract with 20% discount,87.4,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.20733601,-0.97607505,1,1,0.8718,High Risk,Upgrade to 2-year contract with 20% discount,87.2,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-0.8295206,1,2,1,0,0,2,0,2,2,0,1,2,1.1528986,-0.4775782,1,1,0.8717,High Risk,Upgrade to 2-year contract with 20% discount,87.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.20235063,-0.9761413,1,1,0.8718,High Risk,Upgrade to 2-year contract with 20% discount,87.2,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.5064595,-0.97210175,1,1,0.8695,High Risk,Upgrade to 2-year contract with 20% discount,87.0,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,0,2,0,0,2,0.69424254,-0.8578026,1,1,0.8686,High Risk,Upgrade to 2-year contract with 20% discount,86.9,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1145631,1,2,1,0,0,0,0,2,0,0,1,2,0.67928636,-0.79780555,1,1,0.8678,High Risk,Upgrade to 2-year contract with 20% discount,86.8,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-0.4630373,1,2,1,0,0,2,2,2,2,0,1,2,1.3739175,-0.014112751,1,1,0.8679,High Risk,Upgrade to 2-year contract with 20% discount,86.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.1960039,0,0,1,0,0,2,2,2,2,0,1,2,1.1279715,-0.8777796,1,1,0.8666,High Risk,Upgrade to 2-year contract with 20% discount,86.7,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,0,2,0.24389555,-0.9755894,0,1,0.8659,High Risk,Upgrade to 2-year contract with 20% discount,86.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,2,2,0,1,3,1.0266019,-0.96519256,1,1,0.8664,High Risk,Upgrade to 2-year contract with 20% discount,86.6,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,2,0,1,2,0.7058751,-0.93437725,1,1,0.866,High Risk,Upgrade to 2-year contract with 20% discount,86.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,0,2,0.69424254,-0.9272915,1,1,0.866,High Risk,Upgrade to 2-year contract with 20% discount,86.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,2,0,0,1,2,0.68759537,-0.9696957,1,1,0.8653,High Risk,Upgrade to 2-year contract with 20% discount,86.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.12923156,-0.97711253,1,1,0.8652,High Risk,Upgrade to 2-year contract with 20% discount,86.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-0.9516817,1,2,1,0,0,2,0,2,2,0,0,2,1.1877962,-0.6018768,1,1,0.8635,High Risk,Upgrade to 2-year contract with 20% discount,86.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2774446,1,2,1,2,0,0,0,0,0,0,1,2,0.51643026,-0.9719693,1,1,0.8642,High Risk,Upgrade to 2-year contract with 20% discount,86.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1145631,1,2,1,0,0,0,0,2,0,0,0,2,0.6394032,-0.8199016,0,1,0.8636,High Risk,Upgrade to 2-year contract with 20% discount,86.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,2,2,0,1,2,1.0199548,-0.83255,1,1,0.8641,High Risk,Upgrade to 2-year contract with 20% discount,86.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,1,-1.1552835,1,0,1,0,0,2,2,2,2,0,1,0,1.10803,-0.83246166,1,1,0.8628,High Risk,Upgrade to 2-year contract with 20% discount,86.3,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,0,0,1,2,0,0,0,2,2,0,0,2,1.0249401,-0.96521467,1,1,0.8624,High Risk,Upgrade to 2-year contract with 20% discount,86.2,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,2,0,0,2,1.009984,-0.92049277,1,1,0.8612,High Risk,Upgrade to 2-year contract with 20% discount,86.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.543019,-0.9716161,1,1,0.8611,High Risk,Upgrade to 2-year contract with 20% discount,86.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.5712696,-0.9712408,1,1,0.8611,High Risk,Upgrade to 2-year contract with 20% discount,86.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-1.0738428,1,2,1,0,0,0,0,0,2,0,1,2,0.6510358,-0.7977614,1,1,0.8609,High Risk,Upgrade to 2-year contract with 20% discount,86.1,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-1.1552835,0,2,1,0,0,0,0,2,0,0,1,2,0.61447626,-0.8714223,0,1,0.861,High Risk,Upgrade to 2-year contract with 20% discount,86.1,Call,5.0,0.45,3,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-0.8702409,1,2,1,0,2,0,0,2,2,0,1,2,1.2376502,-0.5017713,1,1,0.8602,High Risk,Upgrade to 2-year contract with 20% discount,86.0,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2367243,0,2,1,0,0,0,0,0,2,0,0,2,0.6959043,-0.93245685,1,1,0.8598,High Risk,Upgrade to 2-year contract with 20% discount,86.0,Call,5.0,0.45,3,Control,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,0,2,0.6909189,-0.92466474,1,1,0.8598,High Risk,Upgrade to 2-year contract with 20% discount,86.0,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-1.2367243,1,2,1,0,0,2,2,2,2,0,0,2,1.3174164,-0.9002288,1,1,0.8604,High Risk,Upgrade to 2-year contract with 20% discount,86.0,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2367243,1,2,1,0,0,2,0,0,2,0,1,2,0.79062676,-0.9282849,1,1,0.8598,High Risk,Upgrade to 2-year contract with 20% discount,86.0,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.20733601,-0.97607505,1,1,0.8591,High Risk,Upgrade to 2-year contract with 20% discount,85.9,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,0,3,0.7341257,-0.9383947,1,1,0.8586,High Risk,Upgrade to 2-year contract with 20% discount,85.9,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,1,0,0,0,2,0,0,2,0,0,2,-0.8346107,-0.98991543,1,1,0.8578,High Risk,Upgrade to 2-year contract with 20% discount,85.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,1,0,-0.8702409,1,2,1,0,0,2,2,2,2,0,0,0,1.3057839,-0.5069366,1,1,0.8583,High Risk,Upgrade to 2-year contract with 20% discount,85.8,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,2,0,0,2,0,1,2,0.6726392,-0.96989435,1,1,0.8566,High Risk,Upgrade to 2-year contract with 20% discount,85.7,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.0738428,1,2,1,0,0,0,0,2,2,0,1,0,0.9568065,-0.7706104,1,1,0.8556,High Risk,Upgrade to 2-year contract with 20% discount,85.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,1,0.51144487,-0.9720355,1,1,0.8562,High Risk,Upgrade to 2-year contract with 20% discount,85.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,3,0.31535283,-0.97464025,1,1,0.856,High Risk,Upgrade to 2-year contract with 20% discount,85.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,0,0,0,2,0.39013368,-0.9357017,1,1,0.8556,High Risk,Upgrade to 2-year contract with 20% discount,85.6,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.2123214,-0.97600883,1,1,0.8565,High Risk,Upgrade to 2-year contract with 20% discount,85.6,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.52473927,-0.9718589,1,1,0.8548,High Risk,Upgrade to 2-year contract with 20% discount,85.5,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.1960039,1,2,1,0,2,2,0,2,2,0,0,2,1.337358,-0.8774264,1,1,0.8551,High Risk,Upgrade to 2-year contract with 20% discount,85.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,2,0.5330482,-0.97174853,1,1,0.8548,High Risk,Upgrade to 2-year contract with 20% discount,85.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,0,2,0.52473927,-0.9718589,0,1,0.8548,High Risk,Upgrade to 2-year contract with 20% discount,85.5,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-0.9516817,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131,-0.6018106,0,1,0.8541,High Risk,Upgrade to 2-year contract with 20% discount,85.4,Call,5.0,0.45,4,Control,50.0,0.35,175.0,3.499300139972006,True
0,0.0,0,0,-1.1552835,0,0,1,0,2,2,0,2,2,0,1,1,1.1645311,-0.8119108,1,1,0.854,High Risk,Upgrade to 2-year contract with 20% discount,85.4,Call,5.0,0.45,3,Control,50.0,0.35,175.0,3.499300139972006,True
1,0.0,0,0,-0.9516817,1,2,1,0,2,0,0,2,2,0,0,1,1.1528986,-0.60152364,1,1,0.8541,High Risk,Upgrade to 2-year contract with 20% discount,85.4,Call,5.0,0.45,4,Treatment,50.0,0.35,175.0,3.499300139972006,True
